mode,horizon,model,returncode,mean_all_reward,mean_accepted_reward,accepted_episodes,total_candidate_episodes,acceptance_rate
brqn_user_mapping,4,MAB,0,567.0550161812298,491.5401301518438,461,1545,0.29838187702265373
brqn_user_mapping,4,XgBoost,0,527.1709138126928,659.4405594405595,143,6161,0.023210517773088784
brqn_user_mapping,4,DQN,0,531.7765222849969,447.14285714285717,350,7965,0.04394224733207784
brqn_user_mapping,4,BRQN,0,443.64355231143554,403.2542372881356,1475,3288,0.4486009732360097
brqn_user_mapping,8,MAB,0,0.0,0.0,20,38,0.5263157894736842
brqn_user_mapping,8,XgBoost,0,574.1144414168938,0.0,3,367,0.008174386920980926
brqn_user_mapping,8,DQN,0,1076.5284974093265,740.0,5,1930,0.0025906735751295338
brqn_user_mapping,8,BRQN,0,1072.4137931034484,800.0,54,87,0.6206896551724138
